gap_id,task_id,task_name,raw_gap,category,event_family,initial_state_id,root_cause,root_cause_scope,root_cause_unit_id,artifact_unit_ids,global_prerequisite_ids,automatic_fixability,required_evidence,blocking_gate,cascade_class,protocol_scope_flag,validator_source,source_preflight,source_preflight_sha256
GAP-0387,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task 4: unverified event feasibility TARGET_OBJECT_DISPLACED,event_feasibility,TARGET_OBJECT_DISPLACED,,Empty event_feasibility collection,PER_TASK,T04:event_feasibility,T04:event_feasibility:TARGET_OBJECT_DISPLACED,G-MEASUREMENT;G-SCOPE,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",catalog_complete;event_feasibility;task_eligibility,primary_absent_family_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:255,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0388,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task 4: unverified event feasibility TEMPORARY_NO_GO_APPEARS,event_feasibility,TEMPORARY_NO_GO_APPEARS,,Empty event_feasibility collection,PER_TASK,T04:event_feasibility,T04:event_feasibility:TEMPORARY_NO_GO_APPEARS,G-MEASUREMENT;G-SCOPE,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",catalog_complete;event_feasibility;task_eligibility,primary_absent_family_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:255,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0389,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task 4: unverified event feasibility TEMPORARY_NO_GO_CLEARS,event_feasibility,TEMPORARY_NO_GO_CLEARS,,Empty event_feasibility collection,PER_TASK,T04:event_feasibility,T04:event_feasibility:TEMPORARY_NO_GO_CLEARS,G-MEASUREMENT;G-SCOPE,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",catalog_complete;event_feasibility;task_eligibility,primary_absent_family_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:255,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0390,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task 4: unverified event feasibility TOOL_OR_TARGET_AVAILABLE_AGAIN,event_feasibility,TOOL_OR_TARGET_AVAILABLE_AGAIN,,Empty event_feasibility collection,PER_TASK,T04:event_feasibility,T04:event_feasibility:TOOL_OR_TARGET_AVAILABLE_AGAIN,G-MEASUREMENT;G-SCOPE,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",catalog_complete;event_feasibility;task_eligibility,primary_absent_family_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:255,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0391,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task 4: unverified event feasibility TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,event_feasibility,TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,,Empty event_feasibility collection,PER_TASK,T04:event_feasibility,T04:event_feasibility:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,G-MEASUREMENT;G-SCOPE,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",catalog_complete;event_feasibility;task_eligibility,primary_absent_family_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:255,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0392,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task 4: unverified event feasibility USER_ADDS_PERSISTENT_PREFERENCE,event_feasibility,USER_ADDS_PERSISTENT_PREFERENCE,,Empty event_feasibility collection,PER_TASK,T04:event_feasibility,T04:event_feasibility:USER_ADDS_PERSISTENT_PREFERENCE,G-MEASUREMENT;G-SCOPE,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",catalog_complete;event_feasibility;task_eligibility,primary_absent_family_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:255,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0393,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task 4: unverified event feasibility USER_CANCELS_ACTIVE_GOAL,event_feasibility,USER_CANCELS_ACTIVE_GOAL,,Empty event_feasibility collection,PER_TASK,T04:event_feasibility,T04:event_feasibility:USER_CANCELS_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",catalog_complete;event_feasibility;task_eligibility,primary_absent_family_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:255,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0394,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task 4: unverified event feasibility USER_REISSUES_RETIRED_GOAL,event_feasibility,USER_REISSUES_RETIRED_GOAL,,Empty event_feasibility collection,PER_TASK,T04:event_feasibility,T04:event_feasibility:USER_REISSUES_RETIRED_GOAL,G-MEASUREMENT;G-SCOPE,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",catalog_complete;event_feasibility;task_eligibility,primary_absent_family_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:255,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0395,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task 4: unverified event feasibility USER_REPLACES_ACTIVE_GOAL,event_feasibility,USER_REPLACES_ACTIVE_GOAL,,Empty event_feasibility collection,PER_TASK,T04:event_feasibility,T04:event_feasibility:USER_REPLACES_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",catalog_complete;event_feasibility;task_eligibility,primary_absent_family_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:255,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0396,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task 4: unverified structural check completed_milestone_preservable,structural_and_milestones,,,No structural/milestone evidence dossier; BDDL predicates are candidates only,PER_TASK,T04:structural_and_milestones,T04:structural_and_milestones,G-MEASUREMENT,AUTHOR_AND_MEASURE_NO_AUTOFILL,"Four structural decisions with evidence_refs; >=2 distinct independently verifiable milestones, >=1 preservable; task5 needs a valid second milestone or documented ineligibility",catalog_complete;structural_task_eligibility;progress_preservation,structural_checks_share_task_dossier,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_catalog.py:246,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0397,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task 4: unverified structural check cross_skill_requirement_or_persistent_preference,structural_and_milestones,,,No structural/milestone evidence dossier; BDDL predicates are candidates only,PER_TASK,T04:structural_and_milestones,T04:structural_and_milestones,G-MEASUREMENT,AUTHOR_AND_MEASURE_NO_AUTOFILL,"Four structural decisions with evidence_refs; >=2 distinct independently verifiable milestones, >=1 preservable; task5 needs a valid second milestone or documented ineligibility",catalog_complete;structural_task_eligibility;progress_preservation,structural_checks_share_task_dossier,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_catalog.py:246,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0398,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task 4: unverified structural check safe_changeable_grounding,structural_and_milestones,,,No structural/milestone evidence dossier; BDDL predicates are candidates only,PER_TASK,T04:structural_and_milestones,T04:structural_and_milestones,G-MEASUREMENT,AUTHOR_AND_MEASURE_NO_AUTOFILL,"Four structural decisions with evidence_refs; >=2 distinct independently verifiable milestones, >=1 preservable; task5 needs a valid second milestone or documented ineligibility",catalog_complete;structural_task_eligibility;progress_preservation,structural_checks_share_task_dossier,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_catalog.py:246,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0399,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task 4: unverified structural check two_independently_verifiable_milestones,structural_and_milestones,,,No structural/milestone evidence dossier; BDDL predicates are candidates only,PER_TASK,T04:structural_and_milestones,T04:structural_and_milestones,G-MEASUREMENT,AUTHOR_AND_MEASURE_NO_AUTOFILL,"Four structural decisions with evidence_refs; >=2 distinct independently verifiable milestones, >=1 preservable; task5 needs a valid second milestone or documented ineligibility",catalog_complete;structural_task_eligibility;progress_preservation,structural_checks_share_task_dossier,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_catalog.py:246,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0400,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task 5: all ten event families require explicit support/feasibility,supported_event_families,,,No task support declaration; validator demands all ten per task,PER_TASK,T05:supported_event_families,T05:supported_event_families,G-SCOPE;G-MEASUREMENT,REQUIRES_SCOPE_DECISION_AND_EVIDENCE,Actual task-specific supported/unsupported family map; explicit review of all-ten validator conflict; never copy global library as support evidence,catalog_complete;task_eligibility;schedule_support,support_declaration_and_scope_check,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:253,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0401,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task 5: calibration must use one checkpoint_sha256,calibration_records,,,Zero authentic v2 calibration records; identity-cardinality errors are empty-set cascades,PER_TASK,T05:calibration_records,T05:calibration_records,G-POLICY;G-RUNTIME,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"10 clean learned/nonprivileged outcomes per task: states0..4 x seeds101,131; horizon260; terminal outcome including failures; shared policy/checkpoint/protocol; unique raw trace hashes",catalog_complete;clean_policy_calibration;task_eligibility,empty_collection_consistency_cascade,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_calibration.py:175,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0402,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task 5: calibration must use one policy_id,calibration_records,,,Zero authentic v2 calibration records; identity-cardinality errors are empty-set cascades,PER_TASK,T05:calibration_records,T05:calibration_records,G-POLICY;G-RUNTIME,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"10 clean learned/nonprivileged outcomes per task: states0..4 x seeds101,131; horizon260; terminal outcome including failures; shared policy/checkpoint/protocol; unique raw trace hashes",catalog_complete;clean_policy_calibration;task_eligibility,empty_collection_consistency_cascade,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_calibration.py:175,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0403,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task 5: calibration must use one protocol_sha256,calibration_records,,,Zero authentic v2 calibration records; identity-cardinality errors are empty-set cascades,PER_TASK,T05:calibration_records,T05:calibration_records,G-POLICY;G-RUNTIME,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"10 clean learned/nonprivileged outcomes per task: states0..4 x seeds101,131; horizon260; terminal outcome including failures; shared policy/checkpoint/protocol; unique raw trace hashes",catalog_complete;clean_policy_calibration;task_eligibility,empty_collection_consistency_cascade,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_calibration.py:175,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0404,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task 5: calibration must use one provenance_kind,calibration_records,,,Zero authentic v2 calibration records; identity-cardinality errors are empty-set cascades,PER_TASK,T05:calibration_records,T05:calibration_records,G-POLICY;G-RUNTIME,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"10 clean learned/nonprivileged outcomes per task: states0..4 x seeds101,131; horizon260; terminal outcome including failures; shared policy/checkpoint/protocol; unique raw trace hashes",catalog_complete;clean_policy_calibration;task_eligibility,empty_collection_consistency_cascade,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_calibration.py:175,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0405,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task 5: fewer than two independently verified distinct milestone predicates,structural_and_milestones,,,No structural/milestone evidence dossier; BDDL predicates are candidates only; current task5 catalog has only one source goal predicate,PER_TASK,T05:structural_and_milestones,T05:structural_and_milestones,G-MEASUREMENT,AUTHOR_AND_MEASURE_NO_AUTOFILL,"Four structural decisions with evidence_refs; >=2 distinct independently verifiable milestones, >=1 preservable; task5 needs a valid second milestone or documented ineligibility",catalog_complete;structural_task_eligibility;progress_preservation,structural_checks_share_task_dossier,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_catalog.py:238,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0406,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task 5: fewer than two verified milestone definitions,structural_and_milestones,,,No structural/milestone evidence dossier; BDDL predicates are candidates only; current task5 catalog has only one source goal predicate,PER_TASK,T05:structural_and_milestones,T05:structural_and_milestones,G-MEASUREMENT,AUTHOR_AND_MEASURE_NO_AUTOFILL,"Four structural decisions with evidence_refs; >=2 distinct independently verifiable milestones, >=1 preservable; task5 needs a valid second milestone or documented ineligibility",catalog_complete;structural_task_eligibility;progress_preservation,structural_checks_share_task_dossier,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_catalog.py:230,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0407,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,"task 5: incomplete calibration grid: expected 10 cells, missing [(0, 101), (0, 131), (1, 101), (1, 131), (2, 101), (2, 131), (3, 101), (3, 131), (4, 101), (4, 131)], unexpected []",calibration_records,,,Zero authentic v2 calibration records; identity-cardinality errors are empty-set cascades,PER_TASK,T05:calibration_records,T05:calibration_records,G-POLICY;G-RUNTIME,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"10 clean learned/nonprivileged outcomes per task: states0..4 x seeds101,131; horizon260; terminal outcome including failures; shared policy/checkpoint/protocol; unique raw trace hashes",catalog_complete;clean_policy_calibration;task_eligibility,primary_absent_grid,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_calibration.py:173,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0408,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,"task 5: invalid semantic trigger GOAL_RECEPTACLE_OR_GROUNDING_CHANGED: BLOCKED_TASK_CATALOG_GAP: missing trigger fields ['earliest_policy_step', 'latest_policy_step', 'min_steps_since_previous_event', 'physical_feasibility_guard', 'predicate']",semantic_triggers,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED,,Empty semantic_triggers collection,PER_TASK,T05:semantic_triggers,T05:semantic_triggers:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,primary_absent_trigger,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:259,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0409,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,"task 5: invalid semantic trigger TARGET_OBJECT_DISPLACED: BLOCKED_TASK_CATALOG_GAP: missing trigger fields ['earliest_policy_step', 'latest_policy_step', 'min_steps_since_previous_event', 'physical_feasibility_guard', 'predicate']",semantic_triggers,TARGET_OBJECT_DISPLACED,,Empty semantic_triggers collection,PER_TASK,T05:semantic_triggers,T05:semantic_triggers:TARGET_OBJECT_DISPLACED,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,primary_absent_trigger,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:259,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0410,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,"task 5: invalid semantic trigger TEMPORARY_NO_GO_APPEARS: BLOCKED_TASK_CATALOG_GAP: missing trigger fields ['earliest_policy_step', 'latest_policy_step', 'min_steps_since_previous_event', 'physical_feasibility_guard', 'predicate']",semantic_triggers,TEMPORARY_NO_GO_APPEARS,,Empty semantic_triggers collection,PER_TASK,T05:semantic_triggers,T05:semantic_triggers:TEMPORARY_NO_GO_APPEARS,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,primary_absent_trigger,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:259,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0411,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,"task 5: invalid semantic trigger TEMPORARY_NO_GO_CLEARS: BLOCKED_TASK_CATALOG_GAP: missing trigger fields ['earliest_policy_step', 'latest_policy_step', 'min_steps_since_previous_event', 'physical_feasibility_guard', 'predicate']",semantic_triggers,TEMPORARY_NO_GO_CLEARS,,Empty semantic_triggers collection,PER_TASK,T05:semantic_triggers,T05:semantic_triggers:TEMPORARY_NO_GO_CLEARS,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,primary_absent_trigger,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:259,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0412,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,"task 5: invalid semantic trigger TOOL_OR_TARGET_AVAILABLE_AGAIN: BLOCKED_TASK_CATALOG_GAP: missing trigger fields ['earliest_policy_step', 'latest_policy_step', 'min_steps_since_previous_event', 'physical_feasibility_guard', 'predicate']",semantic_triggers,TOOL_OR_TARGET_AVAILABLE_AGAIN,,Empty semantic_triggers collection,PER_TASK,T05:semantic_triggers,T05:semantic_triggers:TOOL_OR_TARGET_AVAILABLE_AGAIN,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,primary_absent_trigger,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:259,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0413,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,"task 5: invalid semantic trigger TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE: BLOCKED_TASK_CATALOG_GAP: missing trigger fields ['earliest_policy_step', 'latest_policy_step', 'min_steps_since_previous_event', 'physical_feasibility_guard', 'predicate']",semantic_triggers,TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,,Empty semantic_triggers collection,PER_TASK,T05:semantic_triggers,T05:semantic_triggers:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,primary_absent_trigger,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:259,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0414,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,"task 5: invalid semantic trigger USER_ADDS_PERSISTENT_PREFERENCE: BLOCKED_TASK_CATALOG_GAP: missing trigger fields ['earliest_policy_step', 'latest_policy_step', 'min_steps_since_previous_event', 'physical_feasibility_guard', 'predicate']",semantic_triggers,USER_ADDS_PERSISTENT_PREFERENCE,,Empty semantic_triggers collection,PER_TASK,T05:semantic_triggers,T05:semantic_triggers:USER_ADDS_PERSISTENT_PREFERENCE,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,primary_absent_trigger,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:259,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0415,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,"task 5: invalid semantic trigger USER_CANCELS_ACTIVE_GOAL: BLOCKED_TASK_CATALOG_GAP: missing trigger fields ['earliest_policy_step', 'latest_policy_step', 'min_steps_since_previous_event', 'physical_feasibility_guard', 'predicate']",semantic_triggers,USER_CANCELS_ACTIVE_GOAL,,Empty semantic_triggers collection,PER_TASK,T05:semantic_triggers,T05:semantic_triggers:USER_CANCELS_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,primary_absent_trigger,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:259,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
