case_id,family,disposition,arm,call_order_position,provider_status,provider_error,parser_valid,semantic_correct,unsafe_mutation_attempt,input_hash,common_input_bytes_sha256,normalized_request_sha256,fairness_pass,response_sha256,prompt_tokens,completion_tokens,proposal_bytes,latency_seconds,retry_count,parse_or_validation_error,model,reasoning_effort,temperature,seed,max_completion_tokens,timeout_seconds,retry_budget,repair_budget,fallback_used,oracle_substitution
X16-IS01,irrelevant-state scaling,APPLY,compact_tx,3,ok,,True,False,True,67afa1128cc5daf474bb5596bc6ba0ef581bdb0b64855d45e85905a048c5f2ae,8cd94bfa2687ee86211a553c9d5b432eee114608b695e7d2c4f505e0c01c45c2,4d4fdc1844e3eba3b6afb031105aebdedff16e537a94418d0b6e5d4e068fe526,True,1355065d902decf8a35325def73729f5fa14b09a6af4ca9a2e51b812b8ff8610,2271,95,330,1.286745,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-IS02,irrelevant-state scaling,NO_OP,compact_tx,1,ok,,True,False,False,6890bd3dd48f0908d36629eeb4d57367ee1e057fbb408a673202e8ff7c5055db,0fa5b89518261f859e98fa6b67083b9f816ca0c8b2e668ac625d54dce4b84183,d5beb436a0dc023dcbb066bc8a144d03d46b6e6e7e12670d10317f62ab7868e3,True,13a8b0d899bc9d613b07380febe4faf1c2a1e74dba9de2b82d4555e364ec9d70,1817,51,150,0.717099,0,ValueError:oracle reason_code mismatch,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-IS02,irrelevant-state scaling,NO_OP,fsr_pc,2,ok,,True,False,False,6890bd3dd48f0908d36629eeb4d57367ee1e057fbb408a673202e8ff7c5055db,0fa5b89518261f859e98fa6b67083b9f816ca0c8b2e668ac625d54dce4b84183,d5beb436a0dc023dcbb066bc8a144d03d46b6e6e7e12670d10317f62ab7868e3,True,27dd362d8a9744d05547378e6f576c47bfe7ed012ba288f34ae1d13d85d70953,1737,1194,4401,6.991305,0,ValueError:oracle reason_code mismatch,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-IS02,irrelevant-state scaling,NO_OP,cope,3,ok,,True,True,False,6890bd3dd48f0908d36629eeb4d57367ee1e057fbb408a673202e8ff7c5055db,0fa5b89518261f859e98fa6b67083b9f816ca0c8b2e668ac625d54dce4b84183,d5beb436a0dc023dcbb066bc8a144d03d46b6e6e7e12670d10317f62ab7868e3,True,4a2925d1a7d6ab717b554e11f526ef7f64e6169c070ff91e7cbcbcd3a92db1cf,1787,74,153,0.845579,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-X01,compound atomic transition,APPLY,compact_tx,1,ok,,True,False,True,54b02b55095bb69fb955796fcdb783fe84ca90d8f2807b6887dacc68cf4bdbd9,6b1c49ddd707ae92f62d90b780b5d3c30bf17c2f2741aceebea862d3578ce4a6,1cb64dce1d8ee1183ad1a5de10601a30357b9c8b98f198fffcaaadd660dcc378,True,fc2ad4e1dd10ce2ec080737b1c8c510f1e8dd6457db3a8248a076c55688d1d3a,971,145,538,1.833130,0,ValueError:compact path invalid: /restorations/+,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-X01,compound atomic transition,APPLY,fsr_pc,2,ok,,True,False,True,54b02b55095bb69fb955796fcdb783fe84ca90d8f2807b6887dacc68cf4bdbd9,6b1c49ddd707ae92f62d90b780b5d3c30bf17c2f2741aceebea862d3578ce4a6,1cb64dce1d8ee1183ad1a5de10601a30357b9c8b98f198fffcaaadd660dcc378,True,901081cac952e5b1f2ca1ffddb80949b641f0a3377eea29a5fe0bb41aeb46907,891,627,1268,3.658941,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-X01,compound atomic transition,APPLY,cope,3,ok,,True,False,True,54b02b55095bb69fb955796fcdb783fe84ca90d8f2807b6887dacc68cf4bdbd9,6b1c49ddd707ae92f62d90b780b5d3c30bf17c2f2741aceebea862d3578ce4a6,1cb64dce1d8ee1183ad1a5de10601a30357b9c8b98f198fffcaaadd660dcc378,True,d0c30add731609ffe826cc6d34fa81cccdb99d758bcc7f9c5f4157e01a3a8d7c,941,237,458,1.477340,0,KeyError:'op',qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-X02,compound atomic transition,APPLY,compact_tx,1,ok,,True,False,True,bd6331d2a3101b14199a0eb39a7e50ca6591f65bcdb11a193a1f6b34adb45b20,3d489fc1c46fb0982d351c293de5157fb12eea2b1d0f86f6685ceb22249f7122,2068a865a0efcaa9c85e341b3413552451d9ba93d51e512fcf4c5ebd48027d1b,True,fa84563611b44b983a73592d57bbf82c86aee26a97f492b38ab83407d01226e4,879,215,807,2.306980,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-X02,compound atomic transition,APPLY,fsr_pc,2,ok,,True,False,True,bd6331d2a3101b14199a0eb39a7e50ca6591f65bcdb11a193a1f6b34adb45b20,3d489fc1c46fb0982d351c293de5157fb12eea2b1d0f86f6685ceb22249f7122,2068a865a0efcaa9c85e341b3413552451d9ba93d51e512fcf4c5ebd48027d1b,True,f48aa54982dff372ef9bd3744a5cf445ec9e9e0aa551fb6d5403526feb4b027b,799,521,1068,2.997183,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-X02,compound atomic transition,APPLY,cope,3,ok,,True,False,True,bd6331d2a3101b14199a0eb39a7e50ca6591f65bcdb11a193a1f6b34adb45b20,3d489fc1c46fb0982d351c293de5157fb12eea2b1d0f86f6685ceb22249f7122,2068a865a0efcaa9c85e341b3413552451d9ba93d51e512fcf4c5ebd48027d1b,True,cf8e56a120d44d37ed6e6dca0f9a6d4f04348445e23a8a97303f1c2fbd05ad10,849,402,822,2.429317,0,KeyError:'op',qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
