root_cause_unit_id,task_id,task_name,category,root_cause,derived_gap_rows_before,status_after,automatic_fixability,required_evidence,blocking_gate,cascade_classes,event_families,artifact_unit_ids,global_prerequisite_ids
T05:semantic_triggers,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,semantic_triggers,Empty semantic_triggers collection,31,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,,collection_unresolved_marker;primary_absent_trigger;same_absent_trigger_guard_cascade;same_absent_trigger_window_cascade,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;TARGET_OBJECT_DISPLACED;TEMPORARY_NO_GO_APPEARS;TEMPORARY_NO_GO_CLEARS;TOOL_OR_TARGET_AVAILABLE_AGAIN;TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;USER_ADDS_PERSISTENT_PREFERENCE;USER_CANCELS_ACTIVE_GOAL;USER_REISSUES_RETIRED_GOAL;USER_REPLACES_ACTIVE_GOAL,T05:semantic_triggers:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;T05:semantic_triggers:TARGET_OBJECT_DISPLACED;T05:semantic_triggers:TEMPORARY_NO_GO_APPEARS;T05:semantic_triggers:TEMPORARY_NO_GO_CLEARS;T05:semantic_triggers:TOOL_OR_TARGET_AVAILABLE_AGAIN;T05:semantic_triggers:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;T05:semantic_triggers:USER_ADDS_PERSISTENT_PREFERENCE;T05:semantic_triggers:USER_CANCELS_ACTIVE_GOAL;T05:semantic_triggers:USER_REISSUES_RETIRED_GOAL;T05:semantic_triggers:USER_REPLACES_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE
T05:soft_preference_templates,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,soft_preference_templates,Persistent preference templates absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Task-valid public preference templates with persistence scope and separately sealed scoring semantics,,collection_unresolved_marker;empty_required_semantic_field,,T05:soft_preference_templates,G-MEASUREMENT;G-RUNTIME
T05:structural_and_milestones,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,structural_and_milestones,No structural/milestone evidence dossier; BDDL predicates are candidates only; current task5 catalog has only one source goal predicate,9,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Four structural decisions with evidence_refs; >=2 distinct independently verifiable milestones, >=1 preservable; task5 needs a valid second milestone or documented ineligibility",,collection_unresolved_marker;structural_checks_share_task_dossier,,T05:structural_and_milestones,G-MEASUREMENT
T05:supported_event_families,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,supported_event_families,No task support declaration; validator demands all ten per task,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Actual task-specific supported/unsupported family map; explicit review of all-ten validator conflict; never copy global library as support evidence,,collection_unresolved_marker;support_declaration_and_scope_check,,T05:supported_event_families,G-MEASUREMENT;G-SCOPE
T06:alternative_valid_goals,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,alternative_valid_goals,Alternative valid goals absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Feasible task-valid family/predicate/arguments/source_ref records and verifier grounding; no invented alternatives,,collection_unresolved_marker;empty_required_semantic_field,,T06:alternative_valid_goals,G-MEASUREMENT;G-SCOPE
T06:calibration_records,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,calibration_records,Zero authentic v2 calibration records; identity-cardinality errors are empty-set cascades,6,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"10 clean learned/nonprivileged outcomes per task: states0..4 x seeds101,131; horizon260; terminal outcome including failures; shared policy/checkpoint/protocol; unique raw trace hashes",,collection_unresolved_marker;empty_collection_consistency_cascade;primary_absent_grid,,T06:calibration_records,G-POLICY;G-RUNTIME
T06:event_feasibility,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,event_feasibility,Empty event_feasibility collection,11,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",,collection_unresolved_marker;primary_absent_family_certificate,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;TARGET_OBJECT_DISPLACED;TEMPORARY_NO_GO_APPEARS;TEMPORARY_NO_GO_CLEARS;TOOL_OR_TARGET_AVAILABLE_AGAIN;TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;USER_ADDS_PERSISTENT_PREFERENCE;USER_CANCELS_ACTIVE_GOAL;USER_REISSUES_RETIRED_GOAL;USER_REPLACES_ACTIVE_GOAL,T06:event_feasibility:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;T06:event_feasibility:TARGET_OBJECT_DISPLACED;T06:event_feasibility:TEMPORARY_NO_GO_APPEARS;T06:event_feasibility:TEMPORARY_NO_GO_CLEARS;T06:event_feasibility:TOOL_OR_TARGET_AVAILABLE_AGAIN;T06:event_feasibility:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;T06:event_feasibility:USER_ADDS_PERSISTENT_PREFERENCE;T06:event_feasibility:USER_CANCELS_ACTIVE_GOAL;T06:event_feasibility:USER_REISSUES_RETIRED_GOAL;T06:event_feasibility:USER_REPLACES_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE
T06:hard_safety_constraints,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,hard_safety_constraints,Task hard requirements absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Grounded hard requirements and verifier bindings consistent with real task geometry/interventions; no copied defaults,,collection_unresolved_marker;empty_required_semantic_field,,T06:hard_safety_constraints,G-MEASUREMENT;G-RUNTIME
T06:initial_state_digests,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,initial_state_digests,Five-state initial-state hash pack absent,6,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Exact states0..4 and serialization/source/version binding, yielding five SHA256 receipts; authentic source-asset availability was not audited here",,collection_unresolved_marker;distinct_hash_receipt_in_task_pack,,T06:initial_state_digests,G-ASSETS
T06:maintenance_invariants,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,maintenance_invariants,Maintenance semantics unresolved; empty list does not prove none apply,1,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Identify unaffected achievements/continuous maintenance requirements or certify empty semantics where allowed; evidence must precede clearing unresolved marker,,collection_unresolved_marker,,T06:maintenance_invariants,G-MEASUREMENT
T06:planner_compiler_metadata,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,planner_compiler_metadata,Task compiler grounding metadata absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Explicit supported predicate/operator/skill/instruction bindings; preserve accepted omissions and corruption; no canonical-truth repair,,collection_unresolved_marker;empty_required_semantic_field,,T06:planner_compiler_metadata,G-MEASUREMENT;G-RUNTIME
T06:replaceable_goal_families,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,replaceable_goal_families,Replaceable family map absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Explicit family IDs already present in initial goals; supported replacement/retirement/reissue semantics,,collection_unresolved_marker;empty_required_semantic_field,,T06:replaceable_goal_families,G-MEASUREMENT;G-SCOPE
T06:safe_event_injections,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,safe_event_injections,Empty safe-event intervention collection,7,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Alias-bound entity, explicit safe pose or region, hashed evidence; held-object rules and unaffected progress checked",,collection_unresolved_marker;primary_absent_intervention_certificate,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;TARGET_OBJECT_DISPLACED;TEMPORARY_NO_GO_APPEARS;TEMPORARY_NO_GO_CLEARS;TOOL_OR_TARGET_AVAILABLE_AGAIN;TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,T06:safe_event_injections:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;T06:safe_event_injections:TARGET_OBJECT_DISPLACED;T06:safe_event_injections:TEMPORARY_NO_GO_APPEARS;T06:safe_event_injections:TEMPORARY_NO_GO_CLEARS;T06:safe_event_injections:TOOL_OR_TARGET_AVAILABLE_AGAIN;T06:safe_event_injections:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,G-MEASUREMENT;G-SCOPE
T06:semantic_triggers,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,semantic_triggers,Empty semantic_triggers collection,31,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,,collection_unresolved_marker;primary_absent_trigger;same_absent_trigger_guard_cascade;same_absent_trigger_window_cascade,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;TARGET_OBJECT_DISPLACED;TEMPORARY_NO_GO_APPEARS;TEMPORARY_NO_GO_CLEARS;TOOL_OR_TARGET_AVAILABLE_AGAIN;TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;USER_ADDS_PERSISTENT_PREFERENCE;USER_CANCELS_ACTIVE_GOAL;USER_REISSUES_RETIRED_GOAL;USER_REPLACES_ACTIVE_GOAL,T06:semantic_triggers:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;T06:semantic_triggers:TARGET_OBJECT_DISPLACED;T06:semantic_triggers:TEMPORARY_NO_GO_APPEARS;T06:semantic_triggers:TEMPORARY_NO_GO_CLEARS;T06:semantic_triggers:TOOL_OR_TARGET_AVAILABLE_AGAIN;T06:semantic_triggers:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;T06:semantic_triggers:USER_ADDS_PERSISTENT_PREFERENCE;T06:semantic_triggers:USER_CANCELS_ACTIVE_GOAL;T06:semantic_triggers:USER_REISSUES_RETIRED_GOAL;T06:semantic_triggers:USER_REPLACES_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE
T06:soft_preference_templates,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,soft_preference_templates,Persistent preference templates absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Task-valid public preference templates with persistence scope and separately sealed scoring semantics,,collection_unresolved_marker;empty_required_semantic_field,,T06:soft_preference_templates,G-MEASUREMENT;G-RUNTIME
T06:structural_and_milestones,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,structural_and_milestones,No structural/milestone evidence dossier; BDDL predicates are candidates only,7,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Four structural decisions with evidence_refs; >=2 distinct independently verifiable milestones, >=1 preservable; task5 needs a valid second milestone or documented ineligibility",,collection_unresolved_marker;structural_checks_share_task_dossier,,T06:structural_and_milestones,G-MEASUREMENT
T06:supported_event_families,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,supported_event_families,No task support declaration; validator demands all ten per task,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Actual task-specific supported/unsupported family map; explicit review of all-ten validator conflict; never copy global library as support evidence,,collection_unresolved_marker;support_declaration_and_scope_check,,T06:supported_event_families,G-MEASUREMENT;G-SCOPE
T07:alternative_valid_goals,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,alternative_valid_goals,Alternative valid goals absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Feasible task-valid family/predicate/arguments/source_ref records and verifier grounding; no invented alternatives,,collection_unresolved_marker;empty_required_semantic_field,,T07:alternative_valid_goals,G-MEASUREMENT;G-SCOPE
T07:calibration_records,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,calibration_records,Zero authentic v2 calibration records; identity-cardinality errors are empty-set cascades,6,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"10 clean learned/nonprivileged outcomes per task: states0..4 x seeds101,131; horizon260; terminal outcome including failures; shared policy/checkpoint/protocol; unique raw trace hashes",,collection_unresolved_marker;empty_collection_consistency_cascade;primary_absent_grid,,T07:calibration_records,G-POLICY;G-RUNTIME
T07:event_feasibility,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,event_feasibility,Empty event_feasibility collection,11,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",,collection_unresolved_marker;primary_absent_family_certificate,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;TARGET_OBJECT_DISPLACED;TEMPORARY_NO_GO_APPEARS;TEMPORARY_NO_GO_CLEARS;TOOL_OR_TARGET_AVAILABLE_AGAIN;TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;USER_ADDS_PERSISTENT_PREFERENCE;USER_CANCELS_ACTIVE_GOAL;USER_REISSUES_RETIRED_GOAL;USER_REPLACES_ACTIVE_GOAL,T07:event_feasibility:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;T07:event_feasibility:TARGET_OBJECT_DISPLACED;T07:event_feasibility:TEMPORARY_NO_GO_APPEARS;T07:event_feasibility:TEMPORARY_NO_GO_CLEARS;T07:event_feasibility:TOOL_OR_TARGET_AVAILABLE_AGAIN;T07:event_feasibility:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;T07:event_feasibility:USER_ADDS_PERSISTENT_PREFERENCE;T07:event_feasibility:USER_CANCELS_ACTIVE_GOAL;T07:event_feasibility:USER_REISSUES_RETIRED_GOAL;T07:event_feasibility:USER_REPLACES_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE
T07:hard_safety_constraints,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,hard_safety_constraints,Task hard requirements absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Grounded hard requirements and verifier bindings consistent with real task geometry/interventions; no copied defaults,,collection_unresolved_marker;empty_required_semantic_field,,T07:hard_safety_constraints,G-MEASUREMENT;G-RUNTIME
T07:maintenance_invariants,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,maintenance_invariants,Maintenance semantics unresolved; empty list does not prove none apply,1,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Identify unaffected achievements/continuous maintenance requirements or certify empty semantics where allowed; evidence must precede clearing unresolved marker,,collection_unresolved_marker,,T07:maintenance_invariants,G-MEASUREMENT
T07:planner_compiler_metadata,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,planner_compiler_metadata,Task compiler grounding metadata absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Explicit supported predicate/operator/skill/instruction bindings; preserve accepted omissions and corruption; no canonical-truth repair,,collection_unresolved_marker;empty_required_semantic_field,,T07:planner_compiler_metadata,G-MEASUREMENT;G-RUNTIME
T07:replaceable_goal_families,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,replaceable_goal_families,Replaceable family map absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Explicit family IDs already present in initial goals; supported replacement/retirement/reissue semantics,,collection_unresolved_marker;empty_required_semantic_field,,T07:replaceable_goal_families,G-MEASUREMENT;G-SCOPE
T07:safe_event_injections,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,safe_event_injections,Empty safe-event intervention collection,7,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Alias-bound entity, explicit safe pose or region, hashed evidence; held-object rules and unaffected progress checked",,collection_unresolved_marker;primary_absent_intervention_certificate,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;TARGET_OBJECT_DISPLACED;TEMPORARY_NO_GO_APPEARS;TEMPORARY_NO_GO_CLEARS;TOOL_OR_TARGET_AVAILABLE_AGAIN;TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,T07:safe_event_injections:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;T07:safe_event_injections:TARGET_OBJECT_DISPLACED;T07:safe_event_injections:TEMPORARY_NO_GO_APPEARS;T07:safe_event_injections:TEMPORARY_NO_GO_CLEARS;T07:safe_event_injections:TOOL_OR_TARGET_AVAILABLE_AGAIN;T07:safe_event_injections:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,G-MEASUREMENT;G-SCOPE
T07:semantic_triggers,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,semantic_triggers,Empty semantic_triggers collection,31,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,,collection_unresolved_marker;primary_absent_trigger;same_absent_trigger_guard_cascade;same_absent_trigger_window_cascade,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;TARGET_OBJECT_DISPLACED;TEMPORARY_NO_GO_APPEARS;TEMPORARY_NO_GO_CLEARS;TOOL_OR_TARGET_AVAILABLE_AGAIN;TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;USER_ADDS_PERSISTENT_PREFERENCE;USER_CANCELS_ACTIVE_GOAL;USER_REISSUES_RETIRED_GOAL;USER_REPLACES_ACTIVE_GOAL,T07:semantic_triggers:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;T07:semantic_triggers:TARGET_OBJECT_DISPLACED;T07:semantic_triggers:TEMPORARY_NO_GO_APPEARS;T07:semantic_triggers:TEMPORARY_NO_GO_CLEARS;T07:semantic_triggers:TOOL_OR_TARGET_AVAILABLE_AGAIN;T07:semantic_triggers:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;T07:semantic_triggers:USER_ADDS_PERSISTENT_PREFERENCE;T07:semantic_triggers:USER_CANCELS_ACTIVE_GOAL;T07:semantic_triggers:USER_REISSUES_RETIRED_GOAL;T07:semantic_triggers:USER_REPLACES_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE
T07:soft_preference_templates,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,soft_preference_templates,Persistent preference templates absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Task-valid public preference templates with persistence scope and separately sealed scoring semantics,,collection_unresolved_marker;empty_required_semantic_field,,T07:soft_preference_templates,G-MEASUREMENT;G-RUNTIME
T07:structural_and_milestones,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,structural_and_milestones,No structural/milestone evidence dossier; BDDL predicates are candidates only,7,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Four structural decisions with evidence_refs; >=2 distinct independently verifiable milestones, >=1 preservable; task5 needs a valid second milestone or documented ineligibility",,collection_unresolved_marker;structural_checks_share_task_dossier,,T07:structural_and_milestones,G-MEASUREMENT
T07:supported_event_families,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,supported_event_families,No task support declaration; validator demands all ten per task,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Actual task-specific supported/unsupported family map; explicit review of all-ten validator conflict; never copy global library as support evidence,,collection_unresolved_marker;support_declaration_and_scope_check,,T07:supported_event_families,G-MEASUREMENT;G-SCOPE
T08:alternative_valid_goals,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,alternative_valid_goals,Alternative valid goals absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Feasible task-valid family/predicate/arguments/source_ref records and verifier grounding; no invented alternatives,,collection_unresolved_marker;empty_required_semantic_field,,T08:alternative_valid_goals,G-MEASUREMENT;G-SCOPE
T08:calibration_records,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,calibration_records,Zero authentic v2 calibration records; identity-cardinality errors are empty-set cascades,6,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"10 clean learned/nonprivileged outcomes per task: states0..4 x seeds101,131; horizon260; terminal outcome including failures; shared policy/checkpoint/protocol; unique raw trace hashes",,collection_unresolved_marker;empty_collection_consistency_cascade;primary_absent_grid,,T08:calibration_records,G-POLICY;G-RUNTIME
T08:event_feasibility,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,event_feasibility,Empty event_feasibility collection,11,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",,collection_unresolved_marker;primary_absent_family_certificate,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;TARGET_OBJECT_DISPLACED;TEMPORARY_NO_GO_APPEARS;TEMPORARY_NO_GO_CLEARS;TOOL_OR_TARGET_AVAILABLE_AGAIN;TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;USER_ADDS_PERSISTENT_PREFERENCE;USER_CANCELS_ACTIVE_GOAL;USER_REISSUES_RETIRED_GOAL;USER_REPLACES_ACTIVE_GOAL,T08:event_feasibility:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;T08:event_feasibility:TARGET_OBJECT_DISPLACED;T08:event_feasibility:TEMPORARY_NO_GO_APPEARS;T08:event_feasibility:TEMPORARY_NO_GO_CLEARS;T08:event_feasibility:TOOL_OR_TARGET_AVAILABLE_AGAIN;T08:event_feasibility:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;T08:event_feasibility:USER_ADDS_PERSISTENT_PREFERENCE;T08:event_feasibility:USER_CANCELS_ACTIVE_GOAL;T08:event_feasibility:USER_REISSUES_RETIRED_GOAL;T08:event_feasibility:USER_REPLACES_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE
T08:hard_safety_constraints,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,hard_safety_constraints,Task hard requirements absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Grounded hard requirements and verifier bindings consistent with real task geometry/interventions; no copied defaults,,collection_unresolved_marker;empty_required_semantic_field,,T08:hard_safety_constraints,G-MEASUREMENT;G-RUNTIME
T08:initial_state_digests,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,initial_state_digests,Five-state initial-state hash pack absent,6,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Exact states0..4 and serialization/source/version binding, yielding five SHA256 receipts; authentic source-asset availability was not audited here",,collection_unresolved_marker;distinct_hash_receipt_in_task_pack,,T08:initial_state_digests,G-ASSETS
T08:maintenance_invariants,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,maintenance_invariants,Maintenance semantics unresolved; empty list does not prove none apply,1,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Identify unaffected achievements/continuous maintenance requirements or certify empty semantics where allowed; evidence must precede clearing unresolved marker,,collection_unresolved_marker,,T08:maintenance_invariants,G-MEASUREMENT
T08:planner_compiler_metadata,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,planner_compiler_metadata,Task compiler grounding metadata absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Explicit supported predicate/operator/skill/instruction bindings; preserve accepted omissions and corruption; no canonical-truth repair,,collection_unresolved_marker;empty_required_semantic_field,,T08:planner_compiler_metadata,G-MEASUREMENT;G-RUNTIME
